,Product_Name,Price,Description,Image_URL,Product_Link
30,Double Layered Bodysuit,"109,90 EUR","  – True to size
    – Overlapping cut-out design feature
    – Silver clasp fastening at front
    – Soft, stretchy viscose fabric
    – Sustainable/Responsible
    – 95% viscose eco vero – 5% elastane
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/222-3270b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/222-3270b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/222-3270b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/222-3270b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/222-3270b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/222-3270b.jpg']",https://www.esthe.co.uk/product/double-layered-bodysuit-almond-milk/
31,Double Layered Ribbed Bralette,"46,90 EUR","  – Very stretchy rib fabric
    – Elasticated band
    – No back fastening
    – Double αdjustable straps
    – Designed for a tight fit
    – Sustainable/Responsible
    – 94% organic cotton – 6% elastane
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3131a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3131a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3131a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3131a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3131a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3131a.jpg']",https://www.esthe.co.uk/product/double-layered-ribbed-bralette-chocolate-brown/
32,Flounced Ruffle Bandeau Top,"119,90 EUR 89,90 EUR","  – Fits run slightly small
    – Designed for a close fit
    – Stretchy jersey base fabric
    – Chiffon pleated ruffles design feature
    – Tube top
    – Pleated
    – Sustainable/Responsible
    – 86% recycled polyester, 14% elastane
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3180a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3180a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3180a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3180a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3180a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3180a.jpg']",https://www.esthe.co.uk/product/flounced-ruffle-bandeau-top-black/
33,Flower Asymmetric Mini Dress,"249,90 EUR","  – Fits true to size
    – Lightweight non-stretch woven fabric
    – Pleated chiffon flower details at body
    – Open back with self-tie fastening
    – Asymmetric hem with gathering at waist
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3156a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3156a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3156a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3156a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3156a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3156a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3156a.jpg']",https://www.esthe.co.uk/product/flower-asymmetric-mini-dress-black/
34,Flower V-Neck Jumpsuit,"219,90 EUR","  – Fits true to size
    – Mid-weight semi-stretch base fabric
    – Designed to be fitted at the body with a wide leg trousers
    – Open-back design
    – Chiffon pleated flower details around neckline
    – Fastening at back neck
    – Concealed side seam pockets
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3142a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3142a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3142a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3142a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3142a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3142a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3142a.jpg']",https://www.esthe.co.uk/product/flower-v-neck-jumpsuit-black/
35,Gathered Corset Strappy Top,"109,90 EUR","  – True to size
    – Designed for a close fit
    – Lightweight fabric
    – Fully lined
    – Boning at seams
    – Gathered details
    – Adjustable straps
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-31381.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31382.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31383.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31384.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31385.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3138.jpg']",https://www.esthe.co.uk/product/gathered-corset-strappy-top-browngold/
36,Halter Neck Ribbon Top,"99,90 EUR","  – Fits true to size
    – Stretchy rib fabric
    – Designed for a close fit
    – Adjustable channeling detail
    – Open-back design
    – 94% polyester – 6% elastane
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3123a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3123a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3123a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3123a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3123a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3123a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3123a.jpg']",https://www.esthe.co.uk/product/halter-neck-ribbon-top-black/
37,Long Tulle Tiered Oversized Dress,"179,90 EUR","  – Oversized Fit
    – Open back with ties at the back neck
    – Elasticated gathers at bust
    – Long sleeves with wide tuck & wide cuff details
    – Lightweight see-through semi-stretch fabric
    – 100% polyamide
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/202-6200b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/202-6200b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/202-6200b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/202-6200b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/202-6200b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/202-6200b.jpg']",https://www.esthe.co.uk/product/long-tulle-tiered-oversized-dress-black/
38,Metallic Cut-Out Bodysuit,"119,90 EUR","  – Fits true to size
    – Designed for a close fit
    – Asymmetric panelling design
    – Cut-out design at waist
    – Mid-weight, stretchy silver metallic fabric
    – Fully lined
    – Poppers fastening at torso
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-31781.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31782.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31783.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31784.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31785.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31786.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31787.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3178.jpg']",https://www.esthe.co.uk/product/metallic-cut-out-bodysuit-black-metallic/
39,Metallic Cut-Out Midi Dress,"209,90 EUR","  – Mid-weight, silver Lurex fabric
    – Fits true to size
    – Minimal bust coverage
    – Fully lined at bust
    – Cross layered bust design
    – Cut-out design at torso
    – High split
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-30931.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-30932.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-30933.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-30934.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3093.jpg']",https://www.esthe.co.uk/product/metallic-cut-out-midi-dress-black-metallic/
40,Metallic Draped Mini Dress,"199,90 EUR","  – Fits true to size
    – Designed for a close fit
    – Slightly short in length
    – Mid-weight, stretchy metallic brown fabric
    – Gathered and asymmetric drape at skirt
    – Open back
    – Button fastening at back neck
    – Unlined
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-31601.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31602.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31603.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3160.jpg']",https://www.esthe.co.uk/product/metallic-draped-mini-dress-browngold/
41,Metallic Draped Mini Skirt,"119,90 EUR","  – Fits true to size
    – Designed for a close fit
    – Slightly short in length
    – Mid-weight, stretchy metallic black fabric
    – Gathered and asymmetric drape at skirt
    – Unlined
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3161b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161b6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161b.jpg']",https://www.esthe.co.uk/product/metallic-draped-mini-skirt-black-metallic/
42,Metallic Draped Mini Skirt,"119,90 EUR","  – Fits true to size
    – Designed for a close fit
    – Slightly short in length
    – Mid-weight, stretchy metallic brown fabric
    – Gathered and asymmetric drape at skirt
    – Unlined
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3161a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161a7.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3161a.jpg']",https://www.esthe.co.uk/product/metallic-draped-mini-skirt-browngold/
43,Organic Ribbon Jumper,"149,90 EUR","  – Elasticated cuffs and neck
    – Puff sleeve detail above cuffs
    – Designed for a regular fit
    – Sustainable/Responsible
    – 100% organic cotton
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3236c1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236c2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236c3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236c4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236c5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236c.jpg']",https://www.esthe.co.uk/product/organic-ribbon-jumper-chocolate-brown/
44,Organic Ribbon Jumper,"149,90 EUR","  – Elasticated cuffs and neck
    – Puff sleeve detail above cuffs
    – Designed for a regular fit
    – Sustainable/Responsible
    – 100% organic cotton
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3236b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236b.jpg']",https://www.esthe.co.uk/product/organic-ribbon-jumper-black/
45,Organic Ribbon Jumper,"149,90 EUR","  – Elasticated cuffs and neck
    – Puff sleeve detail above cuffs
    – Designed for a regular fit
    – Sustainable/Responsible
    – 100% organic cotton
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3236a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3236a.jpg']",https://www.esthe.co.uk/product/organic-ribbon-jumper-almond-milk/
46,Organza Cropped Blazer,"129,90 EUR","  – Designed for a relaxed and boxy fit
    – Shoulder pads
    – Textured non-stretch fabric
    – Sheer
    – Fastened by single button at front
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3232a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3232a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3232a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3232a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3232a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3232a.jpg']",https://www.esthe.co.uk/product/organza-cropped-blazer-black/
47,Organza Jumper,"89,90 EUR 59,90 EUR","  – Oversized fit
    – Sheer
    – Round-neck sweatshirt
    – Lightweight, non-stretchy fabric
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/132-6025d1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/132-6025d2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/132-6025d3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/132-6025d4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/132-6025d5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/132-6025d6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/132-6025d.jpg']",https://www.esthe.co.uk/product/organza-jumper-chocolate-brown/
48,Oversize Pleated Scarf,"79,90 EUR","  – Designed for an oversized fit
    – Pleated
    – Lightweight, stretched fabric
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/102-6453c1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/102-6453c2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/102-6453c3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/102-6453c4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/102-6453c.jpg']",https://www.esthe.co.uk/product/oversize-pleated-scarf-chocolate-brown/
49,Oversized Sweatshirt,"99,90 EUR","  – Crew neck
    – Drop shoulders
    – Oversized fit
    – Sustainable/Responsible
    – 100% organic cotton
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3132c1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132c2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132c3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132c4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132c5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132c6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132c.jpg']",https://www.esthe.co.uk/product/oversized-sweatshirt-chocolate-brown/
50,Oversized Sweatshirt,"99,90 EUR","  – Crew neck
    – Drop shoulders
    – Oversized fit
    – Sustainable/Responsible
    – 100% organic cotton
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3132b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132b.jpg']",https://www.esthe.co.uk/product/oversized-sweatshirt-black/
51,Oversized Sweatshirt,"99,90 EUR","  – Crew neck
    – Drop shoulders
    – Oversized fit
    – Sustainable/Responsible
    – 100% organic cotton
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3132a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3132a.jpg']",https://www.esthe.co.uk/product/oversized-sweatshirt-almond-milk/
52,Pleated Boat Neck Top,"99,90 EUR","  – Fits true to size
    – Designed for a relaxed fit
    – Boat neckline shape
    – Mid-weight fabric
    – Pleated
    – 97% polyester – 3% elastane
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3235c1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235c2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235c3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235c4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235c.jpg']",https://www.esthe.co.uk/product/pleated-boat-neck-top-chocolate-brown/
53,Pleated Boat Neck Top,"99,90 EUR","  – Fits true to size
    – Designed for a relaxed fit
    – Boat neckline shape
    – Mid-weight fabric
    – Pleated
    – 97% polyester – 3% elastane
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3235b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235b.jpg']",https://www.esthe.co.uk/product/pleated-boat-neck-top-black/
54,Pleated Boat Neck Top,"99,90 EUR 79,90 EUR","  – Fits true to size
    – Designed for a relaxed fit
    – Boat neckline shape
    – Mid-weight fabric
    – Pleated
    – 97% polyester – 3% elastane
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3235a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3235a.jpg']",https://www.esthe.co.uk/product/pleated-boat-neck-top-off-white/
55,Pleated Cropped Bomber Jacket,"449,90 EUR","  – Designed for an oversized fit
    – Non-stretch fabric
    – Pleated
    – Padded and fully lined
    – Side pockets
    – Fastened with poppers and exposed zip
    – Adjusters at hem
    – 100% Polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-32141.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-32142.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-32143.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-32144.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-32145.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3214.jpg']",https://www.esthe.co.uk/product/pleated-cropped-bomber-jacket-black/
56,Pleated Crossbody Bag,"89,90 EUR","  – Pleated fabric
    – Adjustable straps
    – Fully lined with small internal pocket
    – Zip fastening
    – 86% recycled polyester -14% elastane
    – Responsible/Sustainable
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3270a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3270a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3270a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3270a.jpg']",https://www.esthe.co.uk/product/pleated-crossbody-bag-black/
57,Pleated Cut-Out Slip Midi Dress,"199,90 EUR","  – Fits true to size
    – Designed for a relaxed fit
    – Slips on
    – Adjustable straps
    – Pleated non-stretch fabric
    – Unlined
    – Pleated
    – Long-midi length
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3159a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3159a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3159a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3159a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3159a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3159a.jpg']",https://www.esthe.co.uk/product/pleated-cut-out-slip-midi-dress-black/
58,Pleated Maxi Skirt,"124,90 EUR","  – Fits true to size
    – Long maxi length
    – Mid-weight fabric
    – Pleated
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-31811.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31812.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31813.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31814.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31815.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-31816.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3181.jpg']",https://www.esthe.co.uk/product/pleated-maxi-skirt-black/
59,Pleated One-Shoulder Mesh Top,"89,90 EUR","  – Fits true to size
    – Designed for a close fit
    – Bust is lined, waist is sheer
    – Contrast pleats design feature
    – Cut-out design at front
    – Pleated
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-3163a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3163a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3163a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3163a.jpg']",https://www.esthe.co.uk/product/pleated-one-shoulder-mesh-top-black/
60,Pleated Organza Top,"149,90 EUR","  – True to size
    – Designed for an oversized structured shape
    – Pleated organza sheer fabric
    – Ribbing at neckline and cuff
    – Oversized shaped sleeves
    – Pleated
    – 100% polyester
    – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/08/232-32781.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-32782.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-32783.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-32784.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-32785.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/08/232-3278.jpg']",https://www.esthe.co.uk/product/pleated-organza-top-black/
